name,personal_number,no_ktp,passport_id,bod,process
Kiki Rahayu,EMP-2025-1974,3319900402636976,VFA689310,1963-02-04,0
Mira Gunawan,EMP-2025-5811,3346892206815438,IH1626084,1981-06-22,
Ahmad Nurhaliza,EMP-2025-4118,3434601203726134,DC7273975,1972-03-12,
Erna Rahayu,EMP-2025-6263,7464060907998073,ZW5940891,1999-07-09,
Budi Saputri,EMP-2025-5465,3656361612658516,TNV934717,1965-12-16,
Lina Dewi,EMP-2025-2758,3651622201729577,HFU70511,1972-01-22,1
Kiki Lestari,EMP-2025-6648,3297140704775779,TZ145210,1977-04-07,0
Vina Kurniawan,EMP-2025-9395,3536120908869335,PU384132,1986-08-09,0
Jihan Suryanto,EMP-2025-1094,7647562803783033,VQA607527,1978-03-28,0
Hadi Fitriani,EMP-2025-1423,3421393105021535,JA4054632,2002-05-31,
Candra Hermawan,EMP-2025-6405,7308610412992127,FNY034144,1999-12-04,0
Wati Hidayat,EMP-2025-6724,3587150504793248,AY204120,1979-04-05,1
Nita Nurhaliza,EMP-2025-7601,3396262301022928,RKJ87467,2002-01-23,0
Lina Pratama,EMP-2025-7756,7606360704991139,WCO984612,1999-04-07,0
Dian Anggraini,EMP-2025-4369,3672290610005041,CMF43185,2000-10-06,0
Ahmad Suryanto,EMP-2025-6202,3446382612933693,KO615726,1993-12-26,1
Qori Hermawan,EMP-2025-4390,3565442111887893,CS3507525,1988-11-21,1
Wati Susanto,EMP-2025-4811,3240632508971538,LY243354,1997-08-25,1
Lestari Pratama,EMP-2025-3832,3654600708726353,OVZ326587,1972-08-07,0
Candra Pratama,EMP-2025-1803,3458611710759452,UI6683224,1975-10-17,1
Hadi Saputra,EMP-2025-4375,3230912301837278,PGA66047,1983-01-23,0
Nita Lestari,EMP-2025-7789,3495242107986723,UPU55353,1998-07-21,0
Prima Nurhaliza,EMP-2025-6795,7361972503799383,HV908768,1979-03-25,
Eko Setiawan,EMP-2025-4299,3418160209010962,TTO64428,2001-09-02,0
Nia Nugroho,EMP-2025-9507,7687022305033141,TN6551117,2003-05-23,0
Fitri Hermawan,EMP-2025-6929,7412591205618748,PEP075669,1961-05-12,0
Yani Hidayat,EMP-2025-4625,6139881807621851,UPK950351,1962-07-18,
Fajar Wulandari,EMP-2025-8399,7521351808819199,RGB768071,1981-08-18,0
Hana Sari,EMP-2025-1867,7382491802853634,WNW162796,1985-02-18,1
Indra Pertiwi,EMP-2025-7799,3226582212641875,YZ608255,1964-12-22,0
Joko Wulandari,EMP-2025-2714,7421521704748663,OQU83960,1974-04-17,
Fajar Setiawan,EMP-2025-4516,7644732304777651,BO967831,1977-04-23,1
Nia Simatupang,EMP-2025-2187,3402721410638690,GD6894682,1963-10-14,
Nia Maharani,EMP-2025-5473,7381842404774147,XCA89118,1977-04-24,
Dian Santoso,EMP-2025-7513,3275123010743651,GEX48723,1974-10-30,0
Rina Hermawan,EMP-2025-5052,3632491405892179,JF276877,1989-05-14,0
Maya Budiman,EMP-2025-8959,3552902003858357,DW923941,1985-03-20,0
Ika Saputri,EMP-2025-7596,3555050401956607,HBJ54989,1995-01-04,0
Wati Setiawan,EMP-2025-2717,3624781307953024,ODJ04951,1995-07-13,
Candra Santoso,EMP-2025-9883,7677852908749634,FT835741,1974-08-29,1
Ahmad Santoso,EMP-2025-8574,3332332104760801,XVC679511,1976-04-21,0
Eko Wati,EMP-2025-6536,3338390904657642,VS9362029,1965-04-09,1
Ika Nurhaliza,EMP-2025-8122,3303272802079420,DQO064362,2007-02-28,0
Omar Setiawan,EMP-2025-8497,6180912305740912,GV5446862,1974-05-23,0
Lestari Simatupang,EMP-2025-8749,7670050401946592,WC294415,1994-01-04,1
Uci Dewi,EMP-2025-5073,3497981311860111,UH112016,1986-11-13,1
Vina Kurniawan,EMP-2025-8125,3302070105058032,QB047710,2005-05-01,
Rina Purnomo,EMP-2025-3249,7677930803679680,FLE883826,1967-03-08,1
Citra Fitriani,EMP-2025-3695,3257961802982109,ZXX40704,1998-02-18,
Wati Saputra,EMP-2025-2728,7546120503043915,CJF08530,2004-03-05,
Fajar Santoso,EMP-2025-7404,3394951805695259,HUK26904,1969-05-18,0
Jihan Santoso,EMP-2025-5104,3602761411820207,XDH929710,1982-11-14,
Joko Setiawan,EMP-2025-3909,3576491802962627,XOK66045,1996-02-18,1
Erna Nurhaliza,EMP-2025-6261,3478901802911484,RSF734296,1991-02-18,1
Omar Sari,EMP-2025-7986,3265651008657078,NZ901975,1965-08-10,
Hadi Suryanto,EMP-2025-2380,3629112101693272,JCN53826,1969-01-21,
Devi Dewi,EMP-2025-0297,7305381408012604,FXR42727,2001-08-14,
Bayu Utomo,EMP-2025-1041,3482262712677272,KBQ75478,1967-12-27,1
Ahmad Wati,EMP-2025-5953,3432421707940046,ZD050389,1994-07-17,1
Candra Hidayat,EMP-2025-6445,7552072406900850,BK831566,1990-06-24,0
Maya Nugroho,EMP-2025-3545,7670762308710180,PZ8203021,1971-08-23,1
Uci Hidayat,EMP-2025-1837,6173601609933790,ZB084999,1993-09-16,1
Wati Wulandari,EMP-2025-9124,7618060806894684,SYF105753,1989-06-08,0
Bayu Wijaya,EMP-2025-6655,3637980906906524,WP144340,1990-06-09,1
Yani Santoso,EMP-2025-7335,3440700810980500,HW7941393,1998-10-08,0
Lina Hidayat,EMP-2025-7229,6126881703611112,RQ4830553,1961-03-17,1
Mira Pratama,EMP-2025-7248,3327320502905040,BJG26399,1990-02-05,1
Uci Rahayu,EMP-2025-9431,7416742712678597,LTH54312,1967-12-27,
Ahmad Lestari,EMP-2025-8962,7434813101026488,JM9968802,2002-01-31,
Andi Nurhaliza,EMP-2025-9888,3373241107750419,LGE664715,1975-07-11,1
Omar Fitriani,EMP-2025-3934,3224721210725279,VY386249,1972-10-12,
Sari Utomo,EMP-2025-0766,3429932502912306,GE2906275,1991-02-25,0
Zaki Pratama,EMP-2025-9683,3664852402679907,XA330861,1967-02-24,1
Prima Saputri,EMP-2025-9030,6156731701673306,DA792174,1967-01-17,0
Yani Pratama,EMP-2025-3578,3464580210027650,YK9424942,2002-10-02,0
Candra Purnomo,EMP-2025-4985,7305432911882777,QC6720826,1988-11-29,1
Prima Dewi,EMP-2025-2257,7522553006016886,OAY007159,2001-06-30,1
Lestari Kurniawan,EMP-2025-9400,3653940803674633,GPQ199654,1967-03-08,
Bayu Nugroho,EMP-2025-8292,3677100712839810,ATX02761,1983-12-07,1
Budi Santoso,EMP-2025-9675,3628172108723645,XCC693292,1972-08-21,
Erna Saputri,EMP-2025-2677,3324882303017159,XV938913,2001-03-23,
Eko Saputri,EMP-2025-2316,7409661110058624,FN069230,2005-10-11,0
Rina Anggraini,EMP-2025-5013,3674830601946567,TON37344,1994-01-06,1
Uci Handayani,EMP-2025-7288,3587702306820061,FU8084310,1982-06-23,1
Qori Purnomo,EMP-2025-5416,7488650904974552,RNK73409,1997-04-09,1
Lina Susanto,EMP-2025-7314,3601010407656332,NVV200321,1965-07-04,1
Fajar Dewi,EMP-2025-7739,3634091010069646,AUV599078,2006-10-10,0
Devi Saputra,EMP-2025-3179,3358032310826689,WH126006,1982-10-23,
Galih Utomo,EMP-2025-3484,7529040210851134,RAU844885,1985-10-02,1
Galih Nurhaliza,EMP-2025-3437,6120720312841795,KHA94377,1984-12-03,
Citra Lestari,EMP-2025-9389,3274420807053650,RXP190721,2005-07-08,0
Sari Saputra,EMP-2025-8530,3346681405735442,PWM12544,1973-05-14,1
Ika Kurniawan,EMP-2025-5059,7447790308931863,NL967257,1993-08-03,
Rina Kusuma,EMP-2025-4530,6183671905968427,OE1806736,1996-05-19,1
Fitri Gunawan,EMP-2025-1617,7362382002073438,FAK666395,2007-02-20,
Hadi Gunawan,EMP-2025-5928,7520382212736251,OKO992416,1973-12-22,
Kurnia Hidayat,EMP-2025-7726,7575042905742806,AV327560,1974-05-29,1
Nia Gunawan,EMP-2025-7294,7475420402841157,MIP985604,1984-02-04,
Indra Santoso,EMP-2025-8096,3346751808665250,OH182254,1966-08-18,0
Jihan Wijaya,EMP-2025-2473,3288622907961299,PR1660875,1996-07-29,0
Devi Gunawan,EMP-2025-1611,7683702609076341,VA047858,2007-09-26,
Citra Rahman,EMP-2025-9091,3429622412739659,KP2959439,1973-12-24,
Kiki Kurniawan,EMP-2025-7541,6106540611045373,WUW360421,2004-11-06,
Rina Hidayat,EMP-2025-0700,3513421005905575,LXJ566757,1990-05-10,0
Jihan Gunawan,EMP-2025-1251,3648660308791715,BXY799781,1979-08-03,0
Tono Lestari,EMP-2025-9859,6181971402968747,TP844082,1996-02-14,
Nia Budiman,EMP-2025-4316,3646551310064783,ZOH848980,2006-10-13,0
Oki Wijaya,EMP-2025-8291,7641620606808170,WJ371966,1980-06-06,
Yani Sari,EMP-2025-2240,7372960607790619,IJ692108,1979-07-06,
Wati Saputri,EMP-2025-4055,6181951808838808,UAM278737,1983-08-18,
Hana Hermawan,EMP-2025-7980,7646703003861349,TYP00011,1986-03-30,0
Galih Lestari,EMP-2025-1621,7373710404674697,UH638725,1967-04-04,1
Budi Anggraini,EMP-2025-2055,3604950405729691,HQG701969,1972-05-04,
Andi Fitriani,EMP-2025-9140,7650911008771910,KL5344013,1977-08-10,0
Omar Saputri,EMP-2025-2190,3623051511722098,GP0979584,1972-11-15,0
Yani Maharani,EMP-2025-2454,3361581604675365,HKH627348,1967-04-16,1
Wati Anggraini,EMP-2025-6288,3449070809709005,MD0577686,1970-09-08,0
Vina Sari,EMP-2025-4305,3463880303006155,HB9995018,2000-03-03,
Fitri Handayani,EMP-2025-7883,3535370710839001,EX5379092,1983-10-07,
Sari Santoso,EMP-2025-5859,7438753007782439,CS548216,1978-07-30,
Fitri Nurhaliza,EMP-2025-7135,6137321205008120,CFS50759,2000-05-12,0
Andi Pertiwi,EMP-2025-4099,7611422801691064,LN6907040,1969-01-28,
Qori Kusuma,EMP-2025-7441,6155391705725418,KO1451973,1972-05-17,
Ika Kusuma,EMP-2025-3026,3502521910630865,BY896366,1963-10-19,1
Joko Utomo,EMP-2025-6699,3313383007740448,AIG094827,1974-07-30,0
Eko Wijaya,EMP-2025-3803,3436052308635235,EE360660,1963-08-23,0
Qori Simatupang,EMP-2025-9436,3669402807793664,FQ139717,1979-07-28,1
Lina Saputri,EMP-2025-3043,3643173003804986,HUP71541,1980-03-30,0
Lina Setiawan,EMP-2025-7759,7646321701007436,HO142473,2000-01-17,1
Putri Setiawan,EMP-2025-7995,6143730710664383,YJG643273,1966-10-07,
Putri Utomo,EMP-2025-6453,6121370506004437,SRI16753,2000-06-05,1
Oki Simatupang,EMP-2025-9706,3591972508958092,HI1469975,1995-08-25,1
Jihan Lestari,EMP-2025-8196,3585370209978988,GPK352466,1997-09-02,
Kiki Nugroho,EMP-2025-8194,3354131308923680,CX6024210,1992-08-13,0
Tono Lestari,EMP-2025-9075,3336692610987897,OD519931,1998-10-26,1
Mira Pertiwi,EMP-2025-2695,7324420210852362,VHT911198,1985-10-02,1
Kurnia Rahman,EMP-2025-1310,3228510505848285,EK750490,1984-05-05,0
Fitri Wati,EMP-2025-1719,6129770810700539,CJU172670,1970-10-08,0
Candra Purnomo,EMP-2025-7898,3535352202807803,YH2856000,1980-02-22,
Kurnia Kurniawan,EMP-2025-1494,3505100405838920,KZ7038191,1983-05-04,1
Uci Wati,EMP-2025-9867,7316521010631186,GD2893210,1963-10-10,0
Galih Wijaya,EMP-2025-1576,7308901409039265,VYC03488,2003-09-14,0
Galih Fitriani,EMP-2025-2218,3491132907880266,XRA218463,1988-07-29,
Hadi Hermawan,EMP-2025-7806,3399780812797146,MHL270946,1979-12-08,1
Zaki Sari,EMP-2025-1950,3374370301764088,HBS920546,1976-01-03,1
Erna Anggraini,EMP-2025-5295,7533452301912740,TM806270,1991-01-23,
Dian Handayani,EMP-2025-8614,7691792707858530,LPN901973,1985-07-27,
Ahmad Purnomo,EMP-2025-4854,7327472306938272,WE4316403,1993-06-23,0
Ahmad Santoso,EMP-2025-3646,3211380906851823,ZJ827571,1985-06-09,
Joko Saputra,EMP-2025-1644,7353700902664456,DDM171861,1966-02-09,0
Kurnia Hidayat,EMP-2025-0216,3423722109744652,MWN95200,1974-09-21,1
Mira Utomo,EMP-2025-1892,7615301304941668,JA199916,1994-04-13,0
Vina Rahman,EMP-2025-9119,7338162101938018,PM0900812,1993-01-21,1
Kurnia Fitriani,EMP-2025-1567,3379432102728365,HOU76516,1972-02-21,
Putri Kurniawan,EMP-2025-8155,3503502409805642,RF6086949,1980-09-24,
Ahmad Kurniawan,EMP-2025-5439,7377741801625226,YXU60718,1962-01-18,1
Rina Handayani,EMP-2025-5887,7656731303654884,NU000342,1965-03-13,1
Maya Purnomo,EMP-2025-7278,3211521705892358,CFR280365,1989-05-17,
Qori Kusuma,EMP-2025-4846,7379792703756518,HUM380217,1975-03-27,0
Erna Nurhaliza,EMP-2025-1311,3666010509634488,SIS28633,1963-09-05,
Nita Nurhaliza,EMP-2025-6207,3250233107059226,EE092663,2005-07-31,1
Gina Purnomo,EMP-2025-2283,3429111909898812,FHX639664,1989-09-19,1
Ahmad Setiawan,EMP-2025-4949,3477182707720434,KO9321464,1972-07-27,0
Mira Pratama,EMP-2025-1985,3446971110633530,PN593100,1963-10-11,0
Vina Setiawan,EMP-2025-3698,7631833008823468,PCB615301,1982-08-30,
Oki Sari,EMP-2025-6037,3690642207668424,ZIS227791,1966-07-22,1
Omar Rahayu,EMP-2025-5432,7460690208674668,HTV07693,1967-08-02,0
Uci Purnomo,EMP-2025-7013,3386583007057011,BEM00558,2005-07-30,
Candra Wati,EMP-2025-2554,3253852106670981,GR459064,1967-06-21,1
Joko Suryanto,EMP-2025-2017,3518201308787968,PBD63240,1978-08-13,1
Prima Wulandari,EMP-2025-7432,3503063005634012,UGT870145,1963-05-30,1
Indra Utomo,EMP-2025-8772,7379271103727844,CRF45832,1972-03-11,0
Rina Simatupang,EMP-2025-5786,3313361507636355,SK4888384,1963-07-15,1
Sari Rahayu,EMP-2025-5145,3532630708936427,PZG55128,1993-08-07,1
Bayu Nugroho,EMP-2025-5160,3303402304972263,YP353180,1997-04-23,0
Hadi Nurhaliza,EMP-2025-9786,7454922112042939,TS526211,2004-12-21,1
Hadi Dewi,EMP-2025-4796,6101241301743210,LZR234581,1974-01-13,
Dian Pertiwi,EMP-2025-0397,3690842206657520,FP0469912,1965-06-22,
Indra Maharani,EMP-2025-1050,3489080501855189,MTL16687,1985-01-05,0
Nia Nugroho,EMP-2025-0444,3215092303732483,XS523295,1973-03-23,0
Qori Suryanto,EMP-2025-8348,7358873112940376,YR470203,1994-12-31,1
Devi Kurniawan,EMP-2025-6070,7377182112629213,HSB167052,1962-12-21,
Sari Hidayat,EMP-2025-6415,3210140108904781,MU5097577,1990-08-01,
Nia Purnomo,EMP-2025-3965,3308373004664456,JK023562,1966-04-30,1
Qori Pratama,EMP-2025-3230,7441460803060819,QA532184,2006-03-08,0
Lestari Purnomo,EMP-2025-6633,7605202604021683,MC1539540,2002-04-26,1
Mira Handayani,EMP-2025-2619,7446750208073309,BWS392135,2007-08-02,1
Erna Susanto,EMP-2025-6056,6157910804748937,JG5571141,1974-04-08,
Erna Kusuma,EMP-2025-5411,7443721309641091,YLM082152,1964-09-13,1
Jihan Gunawan,EMP-2025-5189,7356762309804179,QV1159490,1980-09-23,0
Hana Nurhaliza,EMP-2025-0131,3269732502032050,TFW974991,2003-02-25,0
Sari Purnomo,EMP-2025-6389,6117891112038257,AP4008721,2003-12-11,0
Candra Handayani,EMP-2025-7695,3245950803047325,TV965437,2004-03-08,1
Sari Budiman,EMP-2025-0667,7399592104974850,NGH06318,1997-04-21,0
Fajar Hermawan,EMP-2025-7519,7388920807933216,YE5726006,1993-07-08,0
Citra Utomo,EMP-2025-8075,7307981701715482,CY7007940,1971-01-17,1
Lina Wijaya,EMP-2025-7680,6172742407794287,PWX225240,1979-07-24,1
Nia Sari,EMP-2025-6299,7652610201694132,ZS932880,1969-01-02,1
Citra Lestari,EMP-2025-2397,3485531610985978,IO851762,1998-10-16,0
Andi Budiman,EMP-2025-1415,3403702711950814,RJA553218,1995-11-27,
Nita Anggraini,EMP-2025-5248,3594080408783842,VXJ800755,1978-08-04,0
Omar Hermawan,EMP-2025-0059,3371572407071868,WNB390597,2007-07-24,0
Ika Hermawan,EMP-2025-3615,7695303003654301,KCU19070,1965-03-30,
Wati Hermawan,EMP-2025-4966,7367090902929373,XZT892980,1992-02-09,
Candra Suryanto,EMP-2025-7089,3587950210820138,YPQ90513,1982-10-02,0
Nia Maharani,EMP-2025-6645,7453940110920472,LRC48158,1992-10-01,0
Hana Santoso,EMP-2025-1439,7370682111920403,WUE11445,1992-11-21,
Vina Suryanto,EMP-2025-6475,3558830906961403,EOQ452351,1996-06-09,1
Sari Wijaya,EMP-2025-8127,7460202609995288,HOE95399,1999-09-26,1
Hadi Kurniawan,EMP-2025-9548,3350431802049035,OY5933854,2004-02-18,1
Prima Gunawan,EMP-2025-0715,7555060511655916,SE565484,1965-11-05,0
Lestari Nugroho,EMP-2025-0296,3583032806739661,CW605802,1973-06-28,0
Maya Santoso,EMP-2025-2969,7385832509912446,FE8601074,1991-09-25,0
Rina Nurhaliza,EMP-2025-4253,3623502210982276,JMU96386,1998-10-22,1
Candra Susanto,EMP-2025-0815,7648532604054190,OMF23272,2005-04-26,
Nia Maharani,EMP-2025-4386,7585542607928424,UO6969688,1992-07-26,1
Nia Hermawan,EMP-2025-0481,3667411805822528,MNA27676,1982-05-18,
Erna Kusuma,EMP-2025-5525,3639321306999783,JT309012,1999-06-13,
Wati Hermawan,EMP-2025-2822,3207593006784594,OS279852,1978-06-30,
Kurnia Wijaya,EMP-2025-6910,3231721905631040,IZ3666236,1963-05-19,1
Gina Wijaya,EMP-2025-7603,3544301608662282,URR768307,1966-08-16,0
Devi Wulandari,EMP-2025-2734,3585460806634502,JXV583161,1963-06-08,1
Uci Wijaya,EMP-2025-5736,7429682901789077,HYG97865,1978-01-29,0
Zaki Wijaya,EMP-2025-5123,7486390509915857,RS118414,1991-09-05,0
Kiki Santoso,EMP-2025-6934,3386412706036137,TG1455574,2003-06-27,
Omar Kurniawan,EMP-2025-7070,7608552410811374,AV944037,1981-10-24,
Fitri Hermawan,EMP-2025-3729,7519172105987221,YY2279505,1998-05-21,1
Zaki Gunawan,EMP-2025-3970,3408191212939959,HBR722133,1993-12-12,0
Fitri Susanto,EMP-2025-4798,7679091409705427,TQ8576283,1970-09-14,0
Dian Wati,EMP-2025-1945,3486752103047925,IK9963730,2004-03-21,0
Fajar Wijaya,EMP-2025-0878,7515552706731367,FQE387464,1973-06-27,0
Zaki Saputri,EMP-2025-7985,6118733011067393,LH3123090,2006-11-30,
Nita Nugroho,EMP-2025-5074,3572642011633491,WEI43272,1963-11-20,
Lina Sari,EMP-2025-4876,3535530601025702,NS7500251,2002-01-06,0
Maya Hermawan,EMP-2025-6149,6113320310824601,CI0261717,1982-10-03,
Hana Anggraini,EMP-2025-1992,3397870607958569,FVG679764,1995-07-06,
Rina Saputra,EMP-2025-3018,3683630204997900,BJ2779944,1999-04-02,1
Yani Maharani,EMP-2025-2955,3284863107891708,LN7850263,1989-07-31,
Hana Wulandari,EMP-2025-5545,7419791604965639,VPL04786,1996-04-16,1
Gina Wati,EMP-2025-1746,3455311008926567,TT942032,1992-08-10,
Candra Wati,EMP-2025-2718,7562960807860763,FR693781,1986-07-08,
Nia Susanto,EMP-2025-7489,3501382209701174,URE322697,1970-09-22,1
Nita Fitriani,EMP-2025-6179,3662040804836362,PXY359022,1983-04-08,
Qori Pratama,EMP-2025-5645,3552940703811291,TD6193520,1981-03-07,1
Andi Pertiwi,EMP-2025-7401,3475130203688901,DE110167,1968-03-02,0
Hadi Wijaya,EMP-2025-8531,7443870901018616,VMH60181,2001-01-09,1
Uci Maharani,EMP-2025-8467,7553430904985832,ON9800288,1998-04-09,0
Kurnia Wulandari,EMP-2025-9772,3353260504692756,ZJJ771562,1969-04-05,0
Hadi Setiawan,EMP-2025-8691,3374281408656422,SC6009376,1965-08-14,0
Sari Handayani,EMP-2025-8633,3554161407821260,GAW68266,1982-07-14,
Eko Kurniawan,EMP-2025-3841,6165292306916900,DW6197818,1991-06-23,
Qori Handayani,EMP-2025-8087,3442722110664163,XXC740635,1966-10-21,1
Omar Pratama,EMP-2025-3830,3327932505835216,IF6074363,1983-05-25,
Fitri Maharani,EMP-2025-8821,7655900304885937,DHS746839,1988-04-03,1
Lina Nurhaliza,EMP-2025-7709,7509092504793536,YL616797,1979-04-25,0
Tono Nurhaliza,EMP-2025-8606,3483222601851542,VB1239056,1985-01-26,1
Hana Maharani,EMP-2025-0505,3438980702852545,SG064380,1985-02-07,
Fitri Hermawan,EMP-2025-9437,3344542405850133,CMF843818,1985-05-24,
Lina Rahman,EMP-2025-1247,7608661811766317,AF327516,1976-11-18,1
Maya Suryanto,EMP-2025-6938,7392492308999554,UO2350087,1999-08-23,
Putri Hidayat,EMP-2025-4595,3280302403882078,HJ5142256,1988-03-24,0
Ika Saputra,EMP-2025-4169,7448140701957147,NU812536,1995-01-07,1
Candra Lestari,EMP-2025-5571,6103581212843346,PJ689882,1984-12-12,
Mira Simatupang,EMP-2025-9846,7337421208795288,VM048507,1979-08-12,1
Erna Rahayu,EMP-2025-4667,3471663108013478,RNL56207,2001-08-31,
Andi Purnomo,EMP-2025-4274,3256750806651393,XCZ729791,1965-06-08,1
Nia Budiman,EMP-2025-5550,7356941601900001,ON6362862,1990-01-16,1
Citra Utomo,EMP-2025-0306,7682561803075369,IXQ47723,2007-03-18,
Galih Maharani,EMP-2025-7728,3623722310991182,XU3010885,1999-10-23,
Wati Rahman,EMP-2025-1169,3497492210878425,TGQ745033,1987-10-22,0
Galih Gunawan,EMP-2025-7198,3303991112672316,PCU029818,1967-12-11,1
Hana Nugroho,EMP-2025-6346,7549980106030800,KBF23262,2003-06-01,
Hadi Susanto,EMP-2025-1720,7396950510823812,RD3607708,1982-10-05,1
Nita Purnomo,EMP-2025-2836,3636460403027563,XKY56595,2002-03-04,1
Budi Budiman,EMP-2025-4700,3664992605944467,YV131778,1994-05-26,0
Fitri Sari,EMP-2025-7788,7450602706989136,AWA43341,1998-06-27,1
Sari Saputri,EMP-2025-9640,7499272206790974,UQ5204371,1979-06-22,1
Ahmad Dewi,EMP-2025-5988,6132682709906925,IE8149696,1990-09-27,0
Andi Kurniawan,EMP-2025-0982,3660041611671150,VP806755,1967-11-16,1
Bayu Wulandari,EMP-2025-8232,3312711212695215,TL407440,1969-12-12,1
Mira Handayani,EMP-2025-6744,3236932303029561,RWV703149,2002-03-23,0
Putri Suryanto,EMP-2025-2689,7583802411664526,RA5142024,1966-11-24,
Fitri Hidayat,EMP-2025-0898,7323200111664152,BWN04425,1966-11-01,1
Hana Purnomo,EMP-2025-4956,7544223003847459,AI208817,1984-03-30,
Rina Susanto,EMP-2025-5081,3546110704976777,MCC906033,1997-04-07,1
Eko Fitriani,EMP-2025-8639,6169112402923442,QSM36685,1992-02-24,0
Citra Saputri,EMP-2025-1813,7549431503938501,LTE902590,1993-03-15,0
Putri Nugroho,EMP-2025-3098,3569092412836311,DPV91634,1983-12-24,0
Maya Dewi,EMP-2025-8438,7695141505761038,EXH241083,1976-05-15,0
Uci Simatupang,EMP-2025-0965,3342292404643110,HLN868463,1964-04-24,1
Joko Pratama,EMP-2025-5005,7395910208993890,ZHU504692,1999-08-02,1
Indra Pertiwi,EMP-2025-6871,3688112001700376,XT600787,1970-01-20,0
Omar Anggraini,EMP-2025-6628,3486330111722024,KN1083617,1972-11-01,1
Kurnia Pertiwi,EMP-2025-9387,3404680703784440,TA1769647,1978-03-07,1
Hadi Utomo,EMP-2025-0500,3291262512742389,YR567214,1974-12-25,
Sari Saputra,EMP-2025-0733,6112380311903052,RNY716503,1990-11-03,0
Fitri Pertiwi,EMP-2025-5876,3424341812616857,XGY66370,1961-12-18,
Hana Gunawan,EMP-2025-4254,7665432511996425,AX638255,1999-11-25,
Zaki Santoso,EMP-2025-3376,7345551902821214,RBQ800071,1982-02-19,1
Uci Saputri,EMP-2025-9461,7476360812001305,FA172959,2000-12-08,0
Bayu Purnomo,EMP-2025-1203,7522922610865047,GV9245589,1986-10-26,0
Yani Nugroho,EMP-2025-0129,3273432408802066,WTK83618,1980-08-24,
Candra Purnomo,EMP-2025-2700,7585242501758611,TC1308547,1975-01-25,1
Fitri Budiman,EMP-2025-5308,7465031808964564,MG584126,1996-08-18,1
Kiki Maharani,EMP-2025-2600,6145882605909826,HSZ906938,1990-05-26,1
Andi Gunawan,EMP-2025-6954,6198162105718078,IGK03631,1971-05-21,
Prima Utomo,EMP-2025-3385,7655311207610817,TVB310734,1961-07-12,0
Devi Budiman,EMP-2025-3523,3619170201868872,UPM55526,1986-01-02,0
Gina Fitriani,EMP-2025-3221,7505361707613343,OBW427547,1961-07-17,1
Galih Utomo,EMP-2025-5654,6134351803980259,PX6489847,1998-03-18,0
Kiki Sari,EMP-2025-1032,6196270504964898,PD479157,1996-04-05,1
